"e117","<X1e>武器屋<X04>
いらっしゃいませ。
ここは武器と防具の店ですが<RETN>","<X1e>Weapon merchant<X04>
Welcome! My shop sells weapons
and armor."
"e14e","また来てくださいね。","You don't have any room for it.

<RET_IL>"
"e18f","<X1e>道具屋<X04>
いらっしゃいませ。
ここは道具の店ですが
どんなご用ですか？<RETN>","What would you like to buy?
<RETN>"
"e1d3","また来てくださいね。","You don't have any room for it.

<RET_IL>"
"e1f3","おや？これ以上持てないようですね。

<RET_IL>","The <X0e>?
Thank you very much!

<RET_IL>"
"e217","どれを買ってくれますか？
<RETN>","What would you like to sell?
<RETN>"
"e231","<X0e>だね。
どうも ありがとう。

<RET_IL>"," gold.
Will that be okay?"
"e256","どれを売ってくれますか？
<RETN>","That's too bad...

<RETN>"
"e270"," Gold になるけど
それでも よろしいですか？
<RETN>","Thank you very much.
<RETN>"
"e29c","それは残念です･･･ ･･･。

<RETN>","<X1e>Weapon merchant<X04>
Welcome! My shop sells weapons
and armor."
"e2b5","どうも ありがとうございます。
<RETN>","You don't have any room for it.

<RET_IL>"
"e369","<X1e>男<X04>
これは これは エリオンさま。
去年 税が払えなくて 娘を奴隷商人に売ってしまいました。

これからは 税金を 安くしてくれる
そうですが 娘は もう帰ってこない
でしょう ･ ･ ･。","<X1e>Man<X04>
Oh, Prince Aerion! When I couldn't
pay my taxes last year, I sold my
daughter to a slave merchant.

The taxes may be lower now, but I
doubt she'll ever come home..."
"e415","<X1e>男<X04>
いらっしゃいませ エリオンさま。
このたびの ご活躍 さすがは
エリオンさまと話していたところです。

ところで エリオンさまは
いつ 王位に つかれるんですか？
町の者は もう 一日も 待てない
気持ちです。","<X1e>Man<X04>
Welcome, Prince Aerion! I was
just saying that your Highness hasdone everything we hoped for.

When will your Highness be taking
the throne soon? The townsfolk
seem quite eager for it."
"e4dc","<X1e>女<X04>
この町の娘たちは みんな奴隷商人に
売られてしまいましたわ ･ ･ ･。

それも これも みんな
あのジェルマンとフラートの兄弟の
せいなんですよ。

一日も早く あの二人を追い出して
エリオンさまが 王位に おつきに
なってください。","<X1e>Woman<X04>
All the girls in town ended up
sold into slavery...

And it's all because of Flart and
Jelman!

Please, your Highness! Get rid of
those two and take the throne!
It can't happen soon enough!"
"e5b9","<X1e>男<X04>
ほれたひは 夫婦ら。文句あふか？
ん !?

ほれは ほれは ヘリオンはま、
ろうも ほ酒を 飲みふぎたみたいで
もうひわけ ございまへん。

ヘリホンはまの おかげで 女房を
奴隷商人に売らずに すみまひた。<WAIT>
もう おれは うれしくてうれしくて<WAIT>
ウッ、ウッ、ウワーン。シクシク。","<X1e>Man<X04>
Yeah, we'sh married. Ya got 
shomethin' ta shay aba'it?
...Wha?!

P-Prinsh Harryon! Shorry...
I mushta drank too mush...

Shanks ta your Shinesh, I di'nt 
had'a shell my mishus to into
shlaverery... I'sho happy...
Sob... sob... waaaaah!!"
"e6bd","<X1e>男<X04>
フィー、やっぱり酒は うめえなあ。
<IF_NOT0150><JUMPe6ff>いくらでも飲めるぜ !<END>
<LOCe6ff>

そういや、こないだ 頭にタンコブを
作った 船員が 必死になって 酒を
探していたなぁ。

なんでも、酒を見つけてくるまで
飯も 食わしてもらえないって
泣いてたっけ。
あいつ、どうしちまったんだろう。","<X1e>Man<X04>
Woo! The rum's as good as ever!
<IF_NOT0150><JUMPe6ff>I can drink as much as I want!<END>
<LOCe6ff>

You know, there was some sailor
with a bump on 'is head in here
the other day, desperate for
some rum.

Crying that he couldn't eat until
he found some, I hear.
Wonder what happened to 'im."
"e7be","<X1e>男<X04>
あ、エリオンさま。エリオンさまも
お酒を 召し上がるんですか？","<X1e>Man<X04>
Your Highness! Did you come for a
drink too?"
"e800","<X1e>男<X04>
あ、エリオンさま。
私は 国境の洞窟を 見てきたんです。

<IF_NOT0150><JUMPe8a8>あーーんなに 大きな岩が すっかり
粉々に なってるんですよ。
誰かが 爆薬か なんかを
使ったんでしょうね。<END>
<LOCe8a8>ありゃ ひどいですよ。
こーーんな 大きな岩が 洞窟の中を
ふさいじまって いて とっても
通れませんね。

あの 岩をどけるには 爆薬でも
使わなきゃ とても無理ですよ。","<X1e>Man<X04>
Oh, Prince Aerion! I've been to
have a look at the Border Cave.

<IF_NOT0150><JUMPe8a8>
A rock thaaaaat big, blasted into
dust! Someone musta used some
dynamite or something.<END>
<LOCe8a8>It's a mess! There's a rock
thiiiiis big blocking it up, and
it's completely impossible to get
through.

There's no way at all to move it
short of dynamite."
