"e0b9","<X1e>道具屋<X04>
いらっしゃいませ。
ここは道具の店ですが
どんな ご用ですか？<RETN>"
"e0fe","また来てくださいね。"
"e11e","おや？これ以上持てないようですね。

<RET_IL>"
"e142","どれを買ってくれますか？
<RETN>"
"e15c","<X0e>だね。
どうも ありがとう。

<RET_IL>"
"e181","どれを売ってくれますか？
<RETN>"
"e19b"," Gold になるけど
それでも よろしいですか？
<RETN>"
"e1c7","それは残念です･･･ ･･･。

<RETN>"
"e1e0","どうも ありがとうございます。
<RETN>"
"e30f","<X1e>パウエル<X04>
<IF0144><JUMPe656><IF0104><JUMPe5fe><IF0103><JUMPe5c9><SET00f1>エ、エリオンさま た、大変です。
フラート国王が バケモノどもに
連れ去られてしまいました !!

奴らは 我が王家の宝である
ギルモアの星と 引き換えに 国王を
解放すると 言っておりました。
なんと 卑劣な奴らでしょう !!

ご存知のとおり ギルモアの星は
ナッシュの南にある 王家の墓にあり
中に入るには 黄金のカギが
必要でございます。

ところが 先日 城に 賊が 入り込んで財宝などと一緒に 黄金のカギも
盗まれてしまったのです。
ああ、どうしたら良いのでしょう ･ ･

<CH1>
仕方がない
まずは 黄金のカギを探そう。

<CH3>
探す必要なんて ねーよ。

この辺で城に入れる盗賊といったら
ボアードぐらいしかいねーじゃねえかもし 奴じゃねーとしても なんか
知ってるに ちげーねーよ。

<CH1>
よし、海賊島へ行ってみよう。<END>
<LOCe5c9>エ、エリオンさま。
私は どうしたら良いのでしょう ･ ･<END>
<LOCe5fe>よく 見つかったものですな。
一刻も早く 王家の墓から
ギルモアの星を 取ってきてください。<END>
<LOCe656>それは まさしく ギルモアの星。
一刻も早く セリスの城に 行って
国王を助けてください。"
"e6ab","<X1e>老人<X04>
<IF0130><JUMPe6ec>バケモノどもが 村長の家から
出てくるのを 見たのじゃ<END>
<LOCe6ec>あなたが エリオンさまでしたか
どこかで 見たことが あると
思っていました。"
"e736","<X1e>村長<X04>
<IF0130><JUMPe766>突然 バケモノが やって来たのです。<END>
<LOCe766>ありがとうございました。"
"e77f","<X1e>神父<X04>
困ったことが あったら 何なりと
私に 話しなさい。"
