"e2c5","<CALLeeb4><IF0103><JUMPe795><IF00f1><JUMPe4af><IF00d0><JUMPe493><SET00d0>ほう そうだったのか。

でも ヨルドの港に 行くのは
やめたほうが いいぞ。
あそこは バケモノだらけだ。

どうしても ラヌーラ王国へ
行きたいのなら スエルの村にしな。
おれの アジトが あるから
下にある船で 送っていってやるぜ。

おお そうだ、んな ことより
早く この魚を 食ってみろ。
うまそうだろ？

こいつは シーラスといってな
この島の辺りにしか いない魚だ。

こいつは 変な魚でなあ
よく腹の中に スプーンとか コインが入ってるんだ。
でも 味は絶品だぞ。<END>
<LOCe493>お前ら ゆっくりしていけよ。<END>
<LOCe4af><IF00d4><JUMPe740><SET00d4>よう ゲイル 元気そうだな。

なに、セリスの城に 盗みに
入らなかったかだと？

おお 入ったぜ、よく わかったな。
あの国王どもは 困ってる奴でも
平気で 物を取り上げてるんで
こらしめるために やったんだ。

カギは いくつかあったが おれさまは宝石にしか きょーみが ねーんだ。
海に捨てちまったよ。

<CH1>
き、きさまー !!
<CALLeeb4>ひ、ひぇー !!

<X1c>ふだん、感情を外に出さない
リュナンが 珍しく 怒り ボアードに
つかみかかりました !!<X04>

<CH3>
リュ、リュナン !! やめろ !!
<CH0>
おちつけ リュナン !!

<X1c>ゲイルとセリオスが 止めに入って
リュナンは我に返り引き下がりました。<X04>

<CH1>
も、申し訳ない。
あまりの勝手な言いぐさに
我を忘れてしまいました。

<CH3>
ボアード !!
カギは どの辺りに捨てたんだ。

<CALLeeb4><LOCe740>カ、カギを捨てたのは、
た、確か ヨルドの港を出て すぐの
辺りだったと思うがな ･ ･ ･。<END>
<LOCe795><IF00d5><JUMPe8d3><SET00d5><SET0404>よう ゲイル カギは見つかったか？

<CH3>
ボアード、
お前 なんか 言い忘れてることが
あるんじゃないか !!

<CALLeeb4>な、なんのことだ？

<CH3>
黄金のカギに付いていた
宝石のことだ !!

<CALLeeb4>し、知らねーな !!

<CH3>
とぼける気か !!
お前が、黄金のカギから太陽の石を
はずしたんだろ !!

<CALLeeb4>なんのことだか、
おれには さっぱり わからねーな。

<LOCe8d3>用がねーなら、さっさと出てってくれおれは 忙しーんだ。","<CALLeeb4><IF0103><JUMPe795><IF00f1><JUMPe4af><IF00d0><JUMPe493><SET00d0>Mm-hmm, I see, I see.

But, ya shouldn't be dockin'
at Yold Harbor. It's crawlin'
with monsters there.

If yer set on Lanoura, head to
the village of Suil. The ship
below can take ya to my 
base there.

Oh! But ya gotta try this fish
first! Don't it look amazin'?!

This 'ere's a shillath fish!
Ya can only catch 'em in these
isles!

Funny lil' fish. You'll often
find their bellies full o'
coins an' spoons an' such.
Flavor's incredible, though!<END>
<LOCe493>Take yer time!<END>
<LOCe4af><IF00d4><JUMPe740><SET00d4>Gail! Still thrivin'?

What? Ya wanna know if we
looted Selis Castle?

Yeah, we've been in there. How'd
ya know? That king takes an'
takes from those less fortunate.
He had it comin'!

There were probably some keys,
sure, but jewels is all I'm
after. So I just toss 'em
overboard!

<CH1>
What the hell were you thinking?!
<CALLeeb4>Aieee!!

<X1c>The normally stoic Runan grabs
Buald in a rare fit of rage!!<X04>

<CH3>
R-Runan! Cut it out!
<CH0>
Calm down, Runan!!

<X1c>Gail and Selios hold Runan back,
and he comes back to his senses.<X04>

<CH1>
F-forgive me.
His rapacious attitude was
difficult to tolerate.

<CH3>
Where'd you toss out that key,
Buald?

<CALLeeb4><LOCe740>T-the key I tossed out... 
P-probably somewhere around Yold,
I think?<END>
<LOCe795><IF00d5><JUMPe8d3><SET00d5><SET0404>Gail! Ya find yer key yet?

<CH3>
Ain't ya forgettin' about
somethin', Buald?

<CALLeeb4>W-whaddaya mean?

<CH3>
That golden key had a jewel
stuck on it!

<CALLeeb4>I-I had no idea!!

<CH3>
Think ya can play dumb??
You grabbed that jewel offa
the golden key!!

<CALLeeb4>What're ya talkin' about??
I am completely innocent!

<LOCe8d3>If that's all yer wantin',
get out. I'm busy."
"e909","<CALLeebf>シーラスは どうだった？

あの魚は 光るものを見ると
かたっぱしから飲み込んじまうんだ。だから腹の中からスプーンやコインが出てくるのさ。

まあ、おれたちにゃ
いい 小づかい稼ぎに なるけどな。
また 捕まえたら 食わしてやるよ。","<CALLeebf>How was yer shilleth?

Whenever those guys see somethin'
shiny, they gulp it down whole.
So their bellies're full o'
spoons an' coins.

Good way to earn some spare
change, yeah? I'll serve ya
the next one we catch."
"e9e6","<CALLeebf><IF0103><JUMPeaa2>よう あんたたちも 一杯やるか？

セリスの町に バケモノが 現れてから酒が 手に入らなくなっちまってよ。

船長は 酒が好きだから
ここにある酒が 無くなったら
きっと 怒り出すだろうな ･ ･ ･<END>
<LOCeaa2>とうとう ここにある酒も
無くなっちまった。

最近 船長のきげんが悪くて
すぐに怒り出すんだ。
酒があれば きげんが よくて
なんでも してくれるんだけどな。","<CALLeebf><IF0103><JUMPeaa2>Can I pour ya one?

Since monsters appeared in Selis,
we haven't been able to get any
rum.

The cap'n loves his rum. If we
run out, he's gonna lose it...<END>
<LOCeaa2>We finally used up all our rum.

The cap'n's been in a bad mood,
and he lashes out. If ya just had
some rum, he'd cheer right up an'
do whatever ya ask 'im."
"eb37","<CALLeebf>ふっふっふ 今度も 勝たせて
もらうぞ。","<CALLeebf>Heh heh... I'll let you win
this time too!"
"eb60","<CALLeebf>くっそー、今日は ツイてねえぜ。
","<CALLeebf>What the hell?! Where's my
damn luck today?!"
"eb84","<CALLeebf>よう 客人、
おれと ゲームで 勝負しねーか。<RETN>","<CALLeebf>Welcome, mates!
Care to play a game?<RETN>"
"ebb2","<X08>そうか、じゃあ しょうがねえな。
いつでも来なよ 相手になってやるぜ。","<X08>No prob! Come back and play
any time!"
"ebf7","<CALLeebf>さあさあ、どんどん かけてくれ !!","<CALLeebf>C'mon, c'mon! Just a l'il more!"
"ec1b","<CALLeebf>よう 客人、ここには 武器とか
爆薬が 沢山あるから 気をつけて
くれよ。","<CALLeebf>Be careful in here, mates! It's
packed with arms and explosives."
"ec63","<CALLeebf><IF0408><JUMPeca4><IF0409><JUMPeca4>やあ客人 元気そうだな？
疲れたら いつでも来なよ。<END>
<LOCeca4><SET0400>さあ ゆっくり休んでくんな。","<CALLeebf><IF0408><JUMPeca4><IF0409><JUMPeca4>How ya feelin', mates?
If yer tired, ya can always take
a rest here.<END>
<LOCeca4><SET0400>Okay, rest well!"
