"e117","<X1e>武器屋<X04>
いらっしゃいませ。
ここは武器と防具の店ですが<RETN>","<X1e>Weapon merchant<X04>
Welcome! My shop sells weapons
and armor."
"e14e","また来てくださいね。","Come again!"
"e18f","<X1e>道具屋<X04>
いらっしゃいませ。
ここは道具の店ですが
どんなご用ですか？<RETN>","<X1e>Tool merchant<X04>
Welcome! This is a tool shop.
What would you like?<RETN>"
"e1d3","また来てくださいね。","Come again!"
"e1f3","おや？これ以上持てないようですね。

<RET_IL>","You can't carry any more.

<RET_IL>"
"e217","どれを買ってくれますか？
<RETN>","What would you like to buy?
<RETN>"
"e231","<X0e>だね。
どうも ありがとう。

<RET_IL>","The <X0e>?
Thank you very much!

<RET_IL>"
"e256","どれを売ってくれますか？
<RETN>","What would you like to sell?
<RETN>"
"e270"," Gold になるけど
それでも よろしいですか？
<RETN>"," gold.
Will that be okay?"
"e29c","それは残念です･･･ ･･･。

<RETN>","That's too bad...

<RETN>"
"e2b5","どうも ありがとうございます。
<RETN>","Thank you very much.
<RETN>"
"e366","<X1e>男<X04>
<IF01f0><JUMPe419>これは これは エリオンさま。
去年 税が払えなくて 娘を奴隷商人に売ってしまいました。

これからは 税金を 安くしてくださるそうですが 娘は もう帰ってこない
でしょう ･ ･ ･。<END>
<LOCe419>税を払うために 娘を売ってしまい
もう会えることも ないだろうと
あきらめていたんです。

その娘から 手紙が届いたんですよ !

モレストンの リシェールという町で
親切な人に 助けてもらって
今度 その人と 結婚するそうです。
もう すごく うれしくて ･ ･ ･","<X1e>Man<X04>
<IF01f0><JUMPe419>Oh, Prince Aerion! When I couldn'tpay my taxes last year, I sold my
daughter to a slave merchant.

The taxes may be lower now, but I
doubt she'll ever come home...<END>
<LOCe419>After I sold my daughter to the
slave merchant to pay my taxes,
I'd given up seeing her again.

But I got a letter from her!

She says she was rescued by a
kind man in a town called Richellein Moreston, and she's getting
married! I'm so happy..."
