"e0a1","<X1e>道具屋<X04>
いらっしゃいませ。
ここは 道具の店ですが
どんな ご用ですか？<RETN>","<X1e>Tool Merchant<X04>
Welcome! This is a tool shop.
What would you like?<RETN>"
"e0e7","また来てくださいね。","Come again!"
"e107","おや？これ以上持てないようですね。

<RET_IL>","You can't carry any more.

<RET_IL>"
"e12b","どれを 買ってくれますか？
<RETN>","What would you like to buy?
<RETN>"
"e146","<X0e>だね。
どうも ありがとう。

<RET_IL>","The <X0e>?
Thank you very much!

<RET_IL>"
"e16b","どれを 売ってくれますか？
<RETN>","What would you like to sell?
<RETN>"
"e186"," Gold になるけど
それでも よろしいですか？
<RETN>"," gold.
Will that be okay?"
"e1b2","それは残念です･･･ ･･･。

<RETN>","That's too bad...

<RETN>"
"e1cb","どうも ありがとうございます。
<RETN>","Thank you very much.
<RETN>"
"e28c","<X1e>老人<X04>
エリオンさま、にわとりの丸焼きなどいかがですかな？","<X1e>Old man<X04>
Care for a roast chicken, Prince
Aerion?"
"e2c6","<X1e>村長<X04>
ありがとうございました。","<X1e>Mayor<X04>
Thank you for everything."
"e2e6","<X1e>神父<X04>
困ったことが あったら 何なりと
私に 話しなさい。","<X1e>Priest<X04>
Please speak with me whenever
you are troubled."
