"e229","<X1e>賢者<X04>
わしは この国一の賢者じゃ。
そなたたちに 呪文を授けよう。<X0d>"
"e26a","<X08>どの 呪文が 欲しいのじゃな？<RETN>"
"e288","誰の 呪文の書に 書き込むのじゃな？<RET_IL>"
"e2ab","どこに 書き込むのじゃな？<RETN>"
"e2c5","どれどれ、書き込むとしようか。<X0a>"
"e2fa","また、必要になったら
いつでも 来るがよい。"
"e3f2","<X1e>女<X04>
ここは 調理場です。
昼食は 王子さまの 大好きな
ビーフシチューです。

王子さまのために 腕に
よりをかけて 料理いたします。"
"e46f","<X1e>女<X04>
階段の下は 食料の倉庫に
なっております。"
"e49d","<X1e>兵士<X04>
おや、セリオス王子。
町へ お出かけですか？"
"e4cf","<X1e>兵士<X04>
王子の おかげで ベルガの鉱山も
活気を 取り戻してきたそうです。"
"e515","<X1e>兵士<X04>
ここは 地下牢への 入口です。
中に入られても おもしろいものは
何も ございませんよ。"
"e56f","<X1e>兵士<X04>
これは、王子さま。
この 財宝室に 何か ご用ですか？"
"e5a9","<X1e>兵士<X04>
これは セリオス王子。
お元気そうで 何よりです。"
"e5e0","<X1e>兵士<X04>
アクダムが 逃げてしまったら
あのモンスターどもも
姿を 消してしまったようです。"
"e636","<X1e>兵士<X04>
かつて アクダムのもとに いた
兵士たちは すべて 農民に
なったそうです。"
