"e0c9","<IF0101><JUMPe11e><X1e>バーバラ<X04>
こんな所に なんの用じゃな？
竜の怒りに 触れないうちに
早く お帰り。<END>
<LOCe11e><IF0148><JUMPe627><SET0148><LEADERea54,eae1,ea54,ec3b,ebc2>

<X1e>バーバラ<X04>
バ、バケモノが 聖域に
集まっておるじゃと !!
な、なんと 恐ろしきことじゃ。

あれは、フレイアさまの 力の源じゃ。世界は 女神 フレイアさまが
お創りになられ 人々に 恵みを
お与えくださる。

その女神 フレイアさまの 下僕
ヨシュアさまは、この世界の 天空の
彼方から 宇宙の力を フレイアさまの元へ 送り届けておるのじゃ。

そのヨシュアさまが 送られる
宇宙の力を 受けとめているのが
あの聖域じゃ。

バケモノどもは その力を 手に入れるために 集まっておるのじゃろう !!
あの力を バケモノどもに
与えてしまっては 世界は破滅じゃ !!

こ、こんな時に 竜の卵に 入れれば
危険を ヨシュアさまに お伝えして
聖域に 宇宙の力を 送るのを やめて
もらえるのじゃが ･ ･ ･。

<LEADERecaa,ecc6,ecaa,ecdf,ecfb>

<X1e>バーバラ<X04>
そうじゃ、わしは 毎年 竜の祭の時に竜の卵に 入っておる。
しかし、今は 入れんのじゃ。

<LEADERed49,ed67,ed49,ed88,edc6>

<X1e>バーバラ<X04>
うむむ、このことは 誰にも 話してはならんぞ。
我が家に 代々 伝わる 秘密じゃ。

あの竜の卵に 入るためには
竜の涙という宝石が 必要なのじゃ。

しかし去年の税を払うことができずに困っておったら あのバチ当り者の
リストンめ 税の代わりだと言って
竜の涙を 持っていきおったのじゃ。

竜の涙さえ 戻ってくれば、
竜の卵に 入ることが 出来るのじゃが

<LEADERede6,ee52,ede6,eebf,ef3d>

<X1e>バーバラ<X04>
リストンは、いつもは セリス城に
おるのじゃが

セリスが バケモノに 占領されて
おるとすると、自分の荘園にある
ナッシュの町に 戻っておるじゃろう。<END>
<LOCe627><X1e>バーバラ<X04>
<IF0408><JUMPe63e><IF_NOT0409><JUMPe6a6><LOCe63e>おや、ずいぶん疲れておるようじゃなこのばばにまかせなされ。

<X1c>バーバラはレス５の呪文を唱えました。<X0c0901><X04>

<ASM70c5><LOCe6a6><IF0149><JUMPe890><IF0112><JUMPe6e2>一刻も 早く、
竜の涙を 取り戻してきてくだされ。<END>
<LOCe6e2>先ほど リストンの使いの兵士が
竜の涙を 持ってきおったわ。
これさえ あれば、竜の卵に入れるぞ。

では、竜の卵へ まいるか。

<CH1>
バ、バーバラ、まいるかと いっても
外は モンスターだらけで
き、危険ですよ。

とても バーバラが 行けるとは
思えませんが ･ ･ ･

<X1e>バーバラ<X04>
エリオンさまは このばばを
みくびっておいでの ようじゃな。

竜の卵へ行くなど たやすいこと。
ばばの力を お見せしましょうぞ。

<X1c>バーバラはワプ２の呪文を唱えました。<X04><WAIT>
<ASM_NORETe887>","<IF0101><JUMPe11e><X1e>Barbara<X04>
What business do you have here?
Run along, before you incur the
wrath of the Dragon!<END>
<LOCe11e><IF0148><JUMPe627><SET0148><LEADERea54,eae1,ea54,ec3b,ebc2>

<X1e>Barbara<X04>
M-monsters? G-gathering in the
Sanctum?!
A truly dreadful omen.

The Sanctum is the source of
Freya's power. The world is Her
creation, and all blessings
we have received come from Her.

The Goddess' servant, the Lord
Joshua, sends the cosmic power
from the heavens above us
unto Her.

And it is at the Sanctum where
Freya receives that cosmic power.

Those monsters must have gathered
there to take that power! If they
obtain it, it would mean the end
of the world!

I-if only I could enter the
dragonsegg, inform Lord Joshua of
the danger, and entreat him to
stop sending the cosmic power...

<LEADERecaa,ecc6,ecaa,ecdf,ecfb>

<X1e>Barbara<X04>
Yes, every year I enter the
dragonsegg during Dragonsfete.
But now, I cannot.

<LEADERed49,ed67,ed49,ed88,edc6>

<X1e>Barbara<X04>
Sigh... This is something you mustnot tell anyone. It is a secret myfamily has kept for generations.

To enter a dragonsegg requires a
jewel called the <CALL0001>.

But because I could not pay last
year's taxes, that damned fool
Liston confiscated the Dragon
Tear from me.

Only when the <CALL0001> is
returned to me can I enter
the dragonsegg.

<LEADERede6,ee52,ede6,eebf,ef3d>

<X1e>Barbara<X04>
Liston is usually in Selis Castle.

With monsters occupying Selis,
I expect he has returned to
his own manor in Nashieu.<END>
<LOCe627><X1e>Barbara<X04>
<IF0408><JUMPe63e><IF_NOT0409><JUMPe6a6><LOCe63e>Oh, you seem quite tired. Let
me take care of that.

<X1c>Barbara casts the spell of Res5.<X0c0901><X04>

<ASM70c5><LOCe6a6><IF0149><JUMPe890><IF0112><JUMPe6e2>Now get my <CALL0001> back
as soon as possible!<END>
<LOCe6e2>A while ago, one of Liston's men
came here with the <CALL0001>. 
Now we can enter the dragonsegg.

Shall we go?

<CH1>
B-Barbara... As much as you wish
to go, with all the monsters...
I-it's quite dangerous outside.

So I'm not sure it's such a
good idea for you to come...

<X1e>Barbara<X04>
Oh, Prince Aerion. Looking out
for a poor old lady, are you?

But getting to the dragonsegg is
a trifling matter.
Let me show you the strength
that comes with age!

<X1c>Barbara casts the spell of Warp2.<X04><WAIT>
<ASM_NORETe887><LOC0001>Dragon Tear<RET_IL>"
"e890","エリオンさま、このばばから
ひとつ、お願いが ございます。

竜の卵への出入り方法、竜の涙のこと決して 他言なさらないで くだされ。

竜の卵は ヨシュアさまのお告げを
いただく 大切な場所で ございます。

そこへ この竜の涙さえあれば 誰でも入れると知れてしまっては あそこへ
入ってみたいと いう 不届き者が
現れるやも しれませぬ。

そんなことにでも なれば、
ヨシュアさまや フレイアさまの
お怒りに触れ 世界は滅亡して
しまうやも しれませぬ。

くれぐれも お忘れなきよう。","I have only one request for
you, Prince Aerion.

Never reveal the secret of the
Dragon Tear, or the way of
entering a dragonsegg.

The dragonseggs are sacred
places where Lord Joshua's
will is revealed.

If it were known that anyone can
enter with only the Dragon Tear,
then they might be beset by
any miscreant.

If that should happen, then the
Goddess or Lord Joshua might
destroy our world in rage.

Never, ever forget this."
"ea54","あなたが バーバラさん？

ヨルドにいる バケモノのことだけど
あなただったら 奴らが あの聖域と
いう所に 集まるわけを 知ってると
聞いたんだけど。<RET_IL>","Are you Barbara?

We've heard that you might know
why monsters are gathering in
a place called the Sanctum.<RET_IL>"
"eae1","バーバラ、お久しぶりです。

<X1e>バーバラ<X04>
おやおや あんたは エリオンさま。
こんな所に なんの用なんじゃ？

<CH1>
ヨルドにいる バケモノなんですけど

あなたでしたら 奴らが あの聖域に
集まるわけを ご存じと 思いまして
やってまいりました。<RET_IL>","Hello again, Barbara.

<X1e>Barbara<X04>
By the gods! If it isn't Prince
Aerion! What brings your Highness
here?

<CH1>
I've come about the monsters in
Yold.

We came to see if you might know
why they would be gathering in
the Sanctum.<RET_IL>"
"ebc2","あなたが バーバラさんね？

ヨルドにいる バケモノのことだけど
なぜ 奴らは あの聖域という所に
集まるのか 知ってるんでしょ？<RET_IL>","<JUMPea54>"
"ec3b","あんたが バーバラか？

ヨルドにいる バケモノだけどよ
なんで 奴らが 聖域って所に
集まるのか 知ってるんだってな？<RET_IL>","You Barbara?

We heard you might know somethin'
about the monsters in Yold
messin' around in some place
called the Sanctum.<RET_IL>"
"ecaa","<CALLed14>いるそうじゃないですか。<RET_IL>","<CALLed14>I thought you entered it every
year during Dragonsfete.<RET_IL>"
"ecc6","<CALLed14>いるじゃ
ないですか。<RET_IL>","<CALLed14>But surely you enter the
dragonsegg each Dragonsfete.<RET_IL>"
"ecdf","<CALLed14>いるそうじゃないですか。<RET_IL>","<CALLed14>I thought you entered it every
year during Dragonsfete.<RET_IL>"
"ecfb","<CALLed14>るって
話じゃねえか。<RET_IL>","<CALLed14>Thought you went in there
every single year.<RET_IL>"
