"e0d8","<X1e>道具屋<X04>
これは 王子さま いらっしゃいませ。ここは道具屋ですが
どんな ご用ですか？<RETN>","<X1e>Tool merchant<X04>
Your Highness! Welcome!
This is a tool shop.
What would you like?"
"e12a","また来てくださいね。","Come again!"
"e15a","<X1e>武器屋<X04>
いらっしゃいませ セリオスさま。
ここは武器と防具の店ですが<RETN>","<X1e>Weapon merchant<X04>
Welcome, Prince Selios!
My shop sells weapons and armor.<RETN>"
"e19e","また来てくださいね。","Come again!"
"e1bf","おや？これ以上持てないようですね。

<RET_IL>","You can't carry any more.

<RET_IL>"
"e1e3","どれを買ってくれますか？
<RETN>","What would you like to buy?
<RETN>"
"e1fd","<X0e>だね。
どうも ありがとう。

<RET_IL>","The <X0e>?
Thank you very much!

<RET_IL>"
"e222","どれを 売ってくれますか？
<RETN>","What would you like to sell?
<RETN>"
"e23d"," Gold になるけど
それでも よろしいですか？
<RETN>"," gold.
Will that be okay?"
"e269","それは残念です･･･ ･･･。

<RETN>","That's too bad...

<RETN>"
"e282","どうも ありがとうございます。
<RETN>","Thank you very much.
<RETN>"
"e316","<X1e>神父<X04>
何か お困りのことが
ございましたら なんなりと
私に 話してくださいませ。","<X1e>Priest<X04>
No matter what may trouble you,
you may always speak with me."
"e365","<X1e>男<X04>
こんにちは 王子さま。
みんな 私と話を してくれないんですなんででしょうね ？","<X1e>Man<X04>
Hello, Prince Selios.
No one ever seems to talk to me.
I wonder why?"
"e3b6","<X1e>男<X04>
やっと 新しい鉱山が 掘れました。
これで この町も いっそうにぎやかになります。","<X1e>Man<X04>
We've finally managed to open the
new mine. Now this town is going
to be even more active."
"e409","<X1e>老人<X04>
王子さまの おかげで
この町も 再び 活気を
取り戻しました。","<X1e>Old man<X04>
This town's really coming alive
again, thanks to your Highness."
"e44a","<X1e>ピート<X04>
聞いてください 王子さま。
やっと 新しい鉱山が 掘れたんですよ苦労したかいが ありました。","<X1e>Pete<X04>
See, your Highness? We've finally
got the new mine open. All our
hard work is paying off."
"e4ab","<X1e>男<X04>
ああ 忙しい 忙しい ･ ･ ･","<X1e>Man<X04>
Busy, busy, busy..."
"e4c9","<CH0>
仕事の じゃまになるから
やめておこう。","<CH0>
We should probably stay out of
the way of their work."
